peak_value,fwhm,prominence,corr_energy,qc_coincidence,qc_bell_corr,qc_hom_vis,snr_db_true,snr_db_est,local_cv,label
0.6313094639935438,420.3113091617749,5.112341658841319,126.38945806101285,0.26227799009602426,0.22005430698611886,0.4297487683425474,-2,-1.62,0.5035020407703769,1
0.520665,438.0,4.9402,76.684437,0.293945,0.292383,0.441211,-4,-4.038,0.4777,1
0.04639480074657667,307.7343417203404,4.921414720308499,7.044726824312862,0.3642211372105578,0.23271650146823777,0.4307226946547039,-20,-19.847,0.5453368315227286,0
0.926289,413.0,5.1256,237.752817,0.19375,0.175977,0.46582,8,7.595,0.5048,1
0.798164,391.0,5.0738,171.362254,0.27207,0.203906,0.458984,2,2.323,0.4866,1
0.9164435223622686,414.860497390622,5.112059366042121,236.94239450753776,0.19437991300449126,0.18508403503143622,0.4852558846076702,8,8.05,0.5019995739436834,1
0.143860379428611,320.39960887225686,5.144610627353201,1.4501191187853668,0.35944991654869063,0.20684133797338455,0.4068287729276484,-18,-17.855,0.4827242265277935,0
0.78948,432.0,5.1743,176.938654,0.245508,0.200195,0.420508,2,2.205,0.499,1
0.781957,420.0,5.1034,170.372999,0.273438,0.207422,0.379102,2,2.027,0.4917,1
0.20510799274983454,477.29023686281994,4.8933921215940615,10.714220682446904,0.3570993985958661,0.17471408115941367,0.4800245565367333,-16,-15.964,0.48796672218219905,0
0.207152,457.0,4.9767,12.751202,0.315039,0.214453,0.458008,-14,-14.051,0.5089,0
0.7904659057199298,416.7606394496615,5.1604287268813485,176.22375042519437,0.212881668673073,0.1615984833019339,0.4807439813326665,2,2.082,0.5020288747280071,1
0.2603772930681147,404.16891607918325,5.228902963816511,17.771588579049006,0.3099543141720876,0.2075859799903967,0.4244696039374792,-14,-14.058,0.5023476816402136,0
0.13363217135704614,469.6049420456661,5.151911722262515,8.931074039026605,0.3593217379587263,0.20534040338810786,0.4558230232497732,-18,-18.153,0.502545773946355,0
0.105969,475.0,4.3654,3.424652,0.34082,0.231641,0.411133,-20,-20.111,0.4914,0
0.10905559350037715,429.2883124195974,5.248754928876039,2.0665381586992764,0.3237620870765902,0.24740921978258015,0.40058399527517774,-20,-19.609,0.4859079816197009,0
0.888291,423.0,5.098,220.558434,0.270898,0.211719,0.485547,6,5.68,0.5041,1
0.249099,385.0,5.2731,16.110034,0.291992,0.206055,0.438281,-12,-11.88,0.4973,0
0.701711,441.0,5.1174,141.20435,0.320117,0.245312,0.421875,0,0.084,0.4998,1
0.146425,415.0,4.6914,6.505511,0.321289,0.210742,0.401562,-16,-16.063,0.4891,0
0.6009219568081758,421.1224466662837,5.043345430873457,93.16992935882642,0.29050095804052,0.22939507950537696,0.37895019082228026,-2,-2.003,0.497986456646981,1
0.553029,391.0,5.2138,81.814368,0.289453,0.235742,0.472461,-4,-3.852,0.4991,1
0.20725471502773468,435.36527407876116,4.831341300575773,21.800520845860653,0.3407744370220497,0.23078756435123682,0.4202840613876341,-12,-12.098,0.5082713786436188,0
0.7121368683880637,440.3273287111523,5.004510990650239,137.25660208555732,0.2337216861646906,0.18947622406214193,0.47212194064390617,0,0.268,0.4962103967476441,1
0.8122663691810083,423.3564917989646,5.167509452746278,180.3922310360982,0.31891546247108693,0.16691158803426412,0.462786373949899,2,1.949,0.5023071294268733,1
0.6001547572589246,397.0337070673354,5.095056630738771,108.47249197952071,0.31434187025545607,0.164180964481934,0.5115052965579869,-2,-2.001,0.4923368823578133,1
0.840672,418.0,5.1783,195.688289,0.277734,0.166211,0.440234,4,3.993,0.5041,1
0.900083,420.0,5.0904,225.216412,0.289844,0.181836,0.470508,6,6.343,0.5028,1
0.154733,426.0,4.9428,6.911986,0.368945,0.244727,0.344727,-16,-15.836,0.5039,0
0.690536,423.0,5.0827,135.055274,0.29668,0.187109,0.461719,0,-0.14,0.4867,1
0.17212650835714705,409.096295881054,5.182844743204846,9.410990160713107,0.35789090216347597,0.24212223126334267,0.4257185369684505,-14,-14.022,0.4927089409870215,0
0.2918269771298848,487.4515294357789,4.6495296444029925,32.05429291138371,0.2972942332448932,0.20752234690322746,0.4588764073414402,-12,-11.676,0.5045294986478092,0
